NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-57.37033781	-45.9044613	-46.0744888	-48.84270557	-55.4040292	-63.23722411	-63.7337939	-64.02412074	-64.40245337
-54.87962458	-44.94352854	-45.37974443	-48.129926	-53.67868944	-62.31943646	-62.985379	-63.46320387	-64.06478229
-50.88773052	-43.77733149	-44.5120583	-47.10220764	-51.58811953	-60.40105916	-61.32354865	-62.23830399	-63.3344456
-47.61938798	-43.193956	-43.99933836	-46.31484216	-49.86341297	-57.60926422	-58.63896917	-60.32671158	-62.21635424
-45.98660864	-43.53932371	-44.1135229	-45.89086945	-48.76234736	-54.6906732	-55.38900291	-58.18590791	-61.01353307
-45.85998234	-44.66926221	-44.78339913	-46.03323949	-48.28473821	-52.49788219	-52.94496846	-56.93748995	-60.38266444
-46.69743493	-46.22997828	-45.88450882	-46.97369163	-48.43680197	-51.39394054	-51.69190243	-56.63169499	-60.11930661
-47.92670386	-47.84857213	-47.39196996	-48.53379473	-49.01051093	-51.15527195	-51.47693753	-57.45023383	-60.25438825
-49.33150292	-49.47290872	-49.20421977	-50.29340999	-49.89267474	-51.35224412	-52.1556866	-59.26392603	-60.72585476
-50.83811032	-51.02237792	-51.18040607	-51.98164272	-51.09207744	-51.87365272	-53.50283305	-61.35597669	-60.98753227
-52.23595739	-52.35091645	-53.17088813	-53.27995133	-52.57835125	-52.55301221	-55.28214517	-62.97126028	-61.19734312
-53.05540619	-53.30494734	-55.05097368	-53.81128744	-54.18295978	-53.2544682	-56.99461309	-63.95715495	-61.68061403
-53.14564658	-54.08945947	-56.73477848	-53.85743143	-55.37724626	-53.64809088	-57.83627498	-64.4504025	-61.99869405
