1:54:20,-55.0,2
1:54:20,-55.0,2
1:54:20,-55.0,2
1:54:20,-55.0,2
1:54:20,-54.5,2
1:54:20,-54.5,2
1:54:20,-55.0,2
1:54:20,-55.0,2
1:54:20,-55.0,2
1:54:20,-54.5,2
1:54:20,-55.0,2
1:54:20,-54.5,2
1:54:20,-55.0,2
1:54:20,-55.0,2
1:54:20,-54.5,2
1:54:21,-55.0,2
1:54:21,-55.5,2
1:54:21,-55.5,2
1:54:22,-58.0,2
1:54:22,-59.0,3
1:54:22,-57.5,3
1:54:22,-55.5,3
1:54:22,-56.5,3
1:54:22,-60.5,3
1:54:22,-60.0,3
1:54:23,-59.0,2
1:54:23,-64.5,2
1:54:23,-61.0,2
1:54:23,-58.5,2
1:54:23,-56.0,2
1:54:23,-57.0,2
1:54:24,-60.5,2
1:54:24,-61.0,2
1:54:24,-57.0,3
1:54:24,-57.5,3
1:54:24,-57.0,3
1:54:24,-56.0,3
1:54:24,-57.0,2
1:54:24,-54.5,2
1:54:24,-57.0,2
1:54:24,-58.0,2
1:54:24,-54.0,3
1:54:24,-54.0,3
1:54:25,-54.5,3
1:54:25,-55.5,3
1:54:25,-60.0,2
1:54:25,-59.0,2
1:54:26,-60.0,2
1:54:26,-60.5,2
1:54:26,-54.5,3
1:54:26,-54.5,3
1:54:26,-57.5,2
1:54:26,-57.0,2
1:54:26,-57.5,3
1:54:26,-57.5,3
1:54:26,-56.5,2
1:54:26,-57.0,2
1:54:26,-55.5,3
1:54:26,-55.0,3
1:54:26,-56.0,2
1:54:26,-56.5,2
1:54:26,-53.5,3
1:54:26,-53.5,3
1:54:26,-57.5,2
1:54:26,-57.5,2
1:54:26,-54.0,3
1:54:26,-54.5,3
1:54:27,-57.0,2
1:54:27,-57.0,2
1:54:27,-54.5,3
1:54:27,-54.0,3
1:54:28,-58.0,2
1:54:28,-57.5,3
1:54:28,-58.0,3
1:54:28,-60.5,2
1:54:28,-60.5,2
1:54:28,-59.5,3
1:54:28,-60.5,3
1:54:28,-62.0,4
1:54:28,-59.0,4
1:54:28,-62.5,1
1:54:28,-59.5,4
1:54:28,-63.5,1
1:54:28,-58.5,4
1:54:28,-58.5,2
1:54:28,-58.5,2
1:54:29,-56.0,4
1:54:29,-53.5,4
1:54:30,-54.0,1
1:54:30,-52.0,4
1:54:30,-52.5,4
1:54:30,-57.0,1
1:54:30,-58.0,1
1:54:30,-53.5,4
1:54:30,-52.0,4
1:54:30,-57.5,1
1:54:30,-56.0,1
1:54:30,-53.0,4
1:54:30,-52.5,4
1:54:30,-58.0,1
1:54:30,-57.0,1
1:54:30,-64.0,2
1:54:30,-51.5,4
1:54:30,-55.0,1
1:54:30,-55.5,1
1:54:30,-54.5,4
1:54:30,-55.0,4
1:54:31,-56.5,1
1:54:31,-56.0,1
1:54:31,-54.0,4
1:54:31,-54.5,4
1:54:31,-56.0,1
1:54:31,-56.5,1
1:54:32,-63.5,1
1:54:32,-57.0,4
1:54:32,-59.0,1
1:54:32,-59.5,1
1:54:32,-58.0,4
1:54:32,-58.5,4
1:54:32,-59.0,4
1:54:32,-58.5,4
1:54:32,-58.5,4
1:54:32,-59.0,4
1:54:32,-58.0,4
1:54:32,-58.0,4
1:54:32,-57.0,4
1:54:32,-56.5,4
1:54:33,-61.0,4
1:54:34,-62.5,1
1:54:34,-61.5,4
1:54:34,-60.0,4
1:54:34,-57.5,4
1:54:34,-56.0,4
1:54:34,-61.5,1
1:54:34,-61.5,1
1:54:34,-55.0,4
1:54:34,-56.5,4
1:54:34,-56.0,4
1:54:34,-59.5,4
1:54:34,-59.5,1
1:54:34,-59.0,1
1:54:34,-59.0,4
1:54:35,-60.0,4
1:54:35,-57.5,1
1:54:35,-57.0,1
1:54:35,-59.0,4
1:54:35,-57.0,4
1:54:35,-57.5,1
